
=== BACKTEST RESULTS ===
Period:          2025-02-09 to 2026-02-07 (362 days)
Initial Equity:  $10000.00
Final Equity:    $2128988.11
Net PnL:         $2118988.11 (21189.88%)
Gross PnL:       $3583738.79

Total Trades:    3864
Winning Trades:  1820
Losing Trades:   2044
Win Rate:        47.10%
Profit Factor:   1.23
Avg PnL/Trade:   $548.39

Max Drawdown:    53.65%
Sharpe Ratio:    3.61
========================

=== SYMBOL STATISTICS ===
Symbol     Trades   Win Rate PnL        Avg PnL      Profit Factor
----------------------------------------------
BNB/USDT   981      45.7    % $195151.54   $198.93      1.24
BTC/USDT   451      47.2    % $32703.82    $72.51       1.28
ETH/USDT   1255     46.9    % $711112.07   $566.62      1.15
SOL/USDT   1177     48.4    % $1180020.68  $1002.57     1.32

=== MONTHLY RETURNS ===
Month        PnL          Trades    

SOL/USDT   LONG   2025-09-22   $223.32    $221.09      1606.3499  $-3943.34    stop_loss
SOL/USDT   LONG   2025-09-22   $219.82    $217.62      1615.6071  $-3903.91    stop_loss
SOL/USDT   LONG   2025-09-22   $216.76    $221.10      1622.0305  $6674.96     take_profit
SOL/USDT   LONG   2025-09-23   $216.51    $214.34      1656.3815  $-3942.17    stop_loss
SOL/USDT   LONG   2025-09-23   $212.90    $217.16      1667.6230  $6740.38     take_profit
SOL/USDT   LONG   2025-09-24   $208.58    $206.49      1736.2051  $-3980.80    stop_loss
SOL/USDT   LONG   2025-09-24   $205.84    $209.96      1741.7231  $6806.43     take_profit
SOL/USDT   LONG   2025-09-24   $214.14    $212.00      1707.6988  $-4019.81    stop_loss
SOL/USDT   LONG   2025-09-24   $211.60    $209.48      1710.9156  $-3979.61    stop_loss
SOL/USDT   LONG   2025-09-25   $208.22    $206.14      1721.3018  $-3939.82    stop_loss
SOL/USDT   LONG   2025-09-25   $203.41    $201.38      1744.3850  $-3900.42    stop_loss
SOL/USDT   LONG   2025-09-25   $198.28    $202.25      1771.6215  $6669.00     take_profit
SOL/USDT   LONG   2025-09-25   $201.02    $199.01      1782.4229  $-3938.64    stop_loss
SOL/USDT   LONG   2025-09-25   $199.15    $197.16      1781.1681  $-3899.26    stop_loss
SOL/USDT   LONG   2025-09-25   $194.97    $198.87      1801.1613  $6667.01     take_profit
SOL/USDT   LONG   2025-09-25   $194.11    $192.17      1845.3242  $-3937.47    stop_loss
SOL/USDT   LONG   2025-09-26   $194.54    $192.59      1822.8329  $-3898.09    stop_loss
SOL/USDT   LONG   2025-09-26   $195.69    $193.73      1793.9996  $-3859.11    stop_loss
SOL/USDT   LONG   2025-09-26   $191.01    $194.83      1819.5754  $6598.37     take_profit
SOL/USDT   LONG   2025-09-26   $195.75    $193.79      1811.0255  $-3896.93    stop_loss

SOL/USDT   LONG   2025-09-26   $193.60    $197.47      1812.8262  $6663.04     take_profit
SOL/USDT   LONG   2025-09-26   $199.34    $203.33      1795.8384  $6796.30     take_profit
SOL/USDT   LONG   2025-09-29   $208.11    $212.27      1754.5628  $6932.22     take_profit
SOL/USDT   LONG   2025-09-30   $207.93    $205.85      1791.2033  $-4094.10    stop_loss
SOL/USDT   LONG   2025-10-01   $206.65    $210.78      1784.2751  $7000.16     take_profit
SOL/USDT   LONG   2025-10-01   $211.62    $215.85      1777.2180  $7140.16     take_profit
SOL/USDT   LONG   2025-10-01   $219.36    $223.75      1748.8000  $7282.96     take_profit
SOL/USDT   LONG   2025-10-02   $225.27    $223.02      1736.9783  $-4301.25    stop_loss
SOL/USDT   LONG   2025-10-02   $224.38    $228.87      1726.4293  $7354.34     take_profit
SOL/USDT   LONG   2025-10-02   $231.22    $228.91      1708.8649  $-4343.40    stop_loss
SOL/USDT   LONG   2025-10-03   $229.41    $234.00      1705.1240  $7426.41     take_profit
SOL/USDT   LONG   2025-10-03   $234.79    $232.44      1699.3737  $-4385.96    stop_loss
SOL/USDT   LONG   2025-10-03   $231.33    $229.02      1707.5433  $-4342.10    stop_loss
SOL/USDT   LONG   2025-10-04   $225.30    $229.81      1735.7121  $7424.20     take_profit
SOL/USDT   LONG   2025-10-05   $229.22    $233.80      1740.1494  $7572.68     take_profit
SOL/USDT   LONG   2025-10-05   $231.51    $229.19      1757.3953  $-4472.35    stop_loss
SOL/USDT   LONG   2025-10-06   $231.36    $235.99      1740.9493  $7646.89     take_profit
SOL/USDT   LONG   2025-10-07   $230.44    $228.14      1782.8578  $-4516.18    stop_loss
SOL/USDT   LONG   2025-10-07   $225.54    $223.28      1803.3757  $-4471.02    stop_loss
SOL/USDT   LONG   2025-10-07   $222.22    $220.00      1812.0152  $-4426.31    stop_loss

SOL/USDT   LONG   2025-10-08   $219.35    $223.74      1817.3665  $7568.17     take_profit
SOL/USDT   LONG   2025-10-08   $220.08    $224.48      1847.5651  $7719.53     take_profit
SOL/USDT   LONG   2025-10-08   $226.03    $223.77      1834.9086  $-4559.08    stop_loss
SOL/USDT   LONG   2025-10-09   $220.78    $225.20      1859.7560  $7795.18     take_profit
SOL/USDT   LONG   2025-10-09   $220.15    $217.95      1902.3796  $-4603.76    stop_loss
SOL/USDT   LONG   2025-10-09   $217.22    $221.56      1908.7597  $7871.58     take_profit
SOL/USDT   LONG   2025-10-10   $217.84    $222.20      1941.3937  $8029.01     take_profit
SOL/USDT   LONG   2025-10-10   $221.86    $219.64      1944.3409  $-4741.85    stop_loss
SOL/USDT   LONG   2025-10-10   $210.06    $207.96      2033.0275  $-4694.43    stop_loss
SOL/USDT   LONG   2025-10-10   $203.50    $207.57      2077.5783  $8026.61     take_profit
SOL/USDT   LONG   2025-10-10   $196.84    $194.87      2190.8297  $-4740.44    stop_loss
SOL/USDT   LONG   2025-10-10   $174.74    $178.23      2443.2327  $8105.28     take_profit
SOL/USDT   LONG   2025-10-10   $192.18    $196.02      2265.9439  $8267.38     take_profit
SOL/USDT   LONG   2025-10-10   $186.31    $190.04      2384.0829  $8432.73     take_profit
SOL/USDT   LONG   2025-10-10   $185.12    $188.82      2447.3966  $8601.38     take_profit
SOL/USDT   LONG   2025-10-10   $189.34    $193.13      2440.7061  $8773.41     take_profit
SOL/USDT   LONG   2025-10-10   $188.15    $191.91      2505.2658  $8948.88     take_profit
SOL/USDT   LONG   2025-10-10   $188.43    $186.55      2551.5739  $-5285.12    stop_loss
SOL/USDT   LONG   2025-10-11   $185.58    $189.29      2564.8515  $9036.58     take_profit
SOL/USDT   LONG   2025-10-11   $189.41    $187.52      2563.2482  $-5336.91    stop_loss

SOL/USDT   LONG   2025-10-11   $183.10    $186.76      2625.0672  $9125.14     take_profit
SOL/USDT   LONG   2025-10-11   $187.73    $185.85      2611.5314  $-5389.21    stop_loss
SOL/USDT   LONG   2025-10-11   $183.82    $181.98      2640.4100  $-5335.32    stop_loss
SOL/USDT   LONG   2025-10-11   $181.23    $184.85      2651.3633  $9122.42     take_profit
SOL/USDT   LONG   2025-10-11   $184.42    $182.58      2657.6114  $-5387.61    stop_loss
SOL/USDT   LONG   2025-10-11   $182.28    $185.93      2661.9241  $9211.82     take_profit
SOL/USDT   LONG   2025-10-11   $184.42    $188.11      2683.6560  $9396.05     take_profit
SOL/USDT   LONG   2025-10-11   $184.10    $182.26      2742.0871  $-5549.21    stop_loss
SOL/USDT   LONG   2025-10-11   $182.76    $180.93      2734.5702  $-5493.72    stop_loss
SOL/USDT   LONG   2025-10-11   $181.64    $179.82      2723.9174  $-5438.79    stop_loss
SOL/USDT   LONG   2025-10-11   $178.63    $176.84      2742.1185  $-5384.40    stop_loss
SOL/USDT   LONG   2025-10-11   $176.76    $174.99      2743.4170  $-5330.55    stop_loss
SOL/USDT   LONG   2025-10-11   $174.98    $173.23      2743.6114  $-5277.25    stop_loss
SOL/USDT   LONG   2025-10-11   $172.76    $176.22      2751.0786  $9023.12     take_profit
SOL/USDT   LONG   2025-10-11   $175.86    $174.10      2756.6352  $-5328.96    stop_loss
SOL/USDT   LONG   2025-10-12   $173.52    $176.99      2765.8717  $9111.55     take_profit
SOL/USDT   LONG   2025-10-12   $176.74    $180.27      2769.7903  $9293.78     take_profit
SOL/USDT   LONG   2025-10-12   $180.11    $178.31      2772.3246  $-5488.81    stop_loss
SOL/USDT   LONG   2025-10-12   $178.36    $181.93      2771.5304  $9384.86     take_profit
SOL/USDT   LONG   2025-10-12   $184.90    $188.60      2726.9700  $9572.56     take_profit

SOL/USDT   LONG   2025-10-12   $186.29    $190.02      2760.7552  $9764.01     take_profit
SOL/USDT   LONG   2025-10-12   $189.08    $192.86      2774.4188  $9959.29     take_profit
SOL/USDT   LONG   2025-10-12   $192.10    $195.94      2785.4183  $10158.47    take_profit
SOL/USDT   LONG   2025-10-12   $192.50    $196.35      2835.2230  $10361.64    take_profit
SOL/USDT   LONG   2025-10-12   $193.73    $197.60      2873.5665  $10568.87    take_profit
SOL/USDT   LONG   2025-10-12   $197.00    $195.03      2882.3856  $-6241.87    stop_loss
SOL/USDT   LONG   2025-10-13   $196.16    $194.20      2865.7813  $-6179.45    stop_loss
SOL/USDT   LONG   2025-10-13   $190.17    $193.97      2926.4876  $10565.72    take_profit
SOL/USDT   LONG   2025-10-13   $194.25    $198.13      2922.3205  $10777.04    take_profit
SOL/USDT   LONG   2025-10-13   $198.72    $202.69      2913.7176  $10992.58    take_profit
SOL/USDT   LONG   2025-10-13   $200.37    $204.38      2947.5183  $11212.43    take_profit
SOL/USDT   LONG   2025-10-13   $205.42    $209.53      2932.5583  $11436.68    take_profit
SOL/USDT   LONG   2025-10-14   $208.00    $205.92      2954.1070  $-6754.39    stop_loss
SOL/USDT   LONG   2025-10-14   $201.12    $199.11      3024.6107  $-6686.84    stop_loss
SOL/USDT   LONG   2025-10-14   $199.41    $197.42      3020.0422  $-6619.98    stop_loss
SOL/USDT   LONG   2025-10-14   $196.88    $194.91      3028.2626  $-6553.78    stop_loss
SOL/USDT   LONG   2025-10-14   $195.10    $193.15      3025.3322  $-6488.24    stop_loss
SOL/USDT   LONG   2025-10-14   $195.28    $193.33      2992.3181  $-6423.36    stop_loss
SOL/USDT   LONG   2025-10-14   $193.88    $191.94      2983.7863  $-6359.12    stop_loss
SOL/USDT   LONG   2025-10-14   $191.62    $195.45      2988.7878  $10872.93    take_profit

SOL/USDT   LONG   2025-10-14   $195.53    $193.57      2987.6016  $-6421.44    stop_loss
SOL/USDT   LONG   2025-10-14   $193.00    $196.86      2996.4979  $10979.48    take_profit
SOL/USDT   LONG   2025-10-14   $196.84    $194.87      2996.8023  $-6484.37    stop_loss
SOL/USDT   LONG   2025-10-14   $198.62    $202.59      2940.2460  $11087.08    take_profit
SOL/USDT   LONG   2025-10-14   $201.67    $205.70      2953.6942  $11308.82    take_profit
SOL/USDT   LONG   2025-10-14   $203.05    $201.02      2992.2922  $-6678.88    stop_loss
SOL/USDT   LONG   2025-10-14   $202.32    $200.30      2973.0579  $-6612.09    stop_loss
SOL/USDT   LONG   2025-10-14   $197.92    $201.88      3008.7611  $11305.45    take_profit
SOL/USDT   LONG   2025-10-15   $202.40    $206.45      3001.0073  $11531.56    take_profit
SOL/USDT   LONG   2025-10-15   $202.36    $200.34      3061.6325  $-6810.42    stop_loss
SOL/USDT   LONG   2025-10-15   $199.73    $203.72      3070.9279  $11644.57    take_profit
SOL/USDT   LONG   2025-10-15   $199.32    $197.33      3138.7897  $-6877.17    stop_loss
SOL/USDT   LONG   2025-10-15   $195.54    $193.58      3167.4712  $-6808.40    stop_loss
SOL/USDT   LONG   2025-10-15   $192.42    $190.50      3186.6420  $-6740.31    stop_loss
SOL/USDT   LONG   2025-10-16   $186.84    $190.58      3248.9933  $11524.69    take_profit
SOL/USDT   LONG   2025-10-16   $192.30    $196.15      3219.8791  $11755.18    take_profit
SOL/USDT   LONG   2025-10-16   $196.31    $194.35      3217.1892  $-6942.49    stop_loss
SOL/USDT   LONG   2025-10-16   $192.29    $196.14      3251.6030  $11870.39    take_profit
SOL/USDT   LONG   2025-10-16   $188.30    $186.42      3386.9132  $-7010.53    stop_loss
SOL/USDT   LONG   2025-10-16   $187.16    $190.90      3373.4676  $11986.72    take_profit

SOL/USDT   LONG   2025-10-16   $189.31    $187.42      3401.8581  $-7079.23    stop_loss
SOL/USDT   LONG   2025-10-16   $184.56    $182.71      3454.5173  $-7008.44    stop_loss
SOL/USDT   LONG   2025-10-16   $182.27    $185.92      3462.9399  $11983.14    take_profit
SOL/USDT   LONG   2025-10-17   $179.96    $178.16      3577.5386  $-7077.12    stop_loss
SOL/USDT   LONG   2025-10-17   $178.17    $176.39      3577.3458  $-7006.35    stop_loss
SOL/USDT   LONG   2025-10-17   $176.63    $180.16      3572.4506  $11979.57    take_profit
SOL/USDT   LONG   2025-10-17   $176.79    $175.02      3640.6018  $-7075.01    stop_loss
SOL/USDT   LONG   2025-10-17   $174.88    $178.38      3643.5600  $12096.97    take_profit
SOL/USDT   LONG   2025-10-17   $178.69    $182.26      3637.1900  $12338.91    take_profit
SOL/USDT   LONG   2025-10-17   $180.86    $179.05      3665.4212  $-7287.24    stop_loss
SOL/USDT   LONG   2025-10-17   $177.27    $180.82      3702.2553  $12459.83    take_profit
SOL/USDT   LONG   2025-10-17   $181.02    $184.64      3698.0708  $12709.03    take_profit
SOL/USDT   LONG   2025-10-17   $183.11    $186.77      3728.9786  $12963.21    take_profit
SOL/USDT   LONG   2025-10-20   $185.57    $189.28      3753.1365  $13222.47    take_profit
SOL/USDT   LONG   2025-10-20   $188.98    $187.09      3759.1223  $-7809.06    stop_loss
SOL/USDT   LONG   2025-10-21   $184.31    $188.00      3815.8262  $13352.05    take_profit
SOL/USDT   LONG   2025-10-21   $187.80    $191.56      3819.8127  $13619.10    take_profit
SOL/USDT   LONG   2025-10-21   $195.44    $193.49      3743.9012  $-8043.30    stop_loss
SOL/USDT   LONG   2025-10-21   $192.60    $190.67      3761.1161  $-7962.87    stop_loss
SOL/USDT   LONG   2025-10-21   $188.87    $186.98      3797.0406  $-7883.24    stop_loss

SOL/USDT   LONG   2025-10-22   $183.43    $181.60      3870.5533  $-7804.41    stop_loss
SOL/USDT   LONG   2025-10-23   $188.26    $192.03      3733.5378  $13344.10    take_profit
SOL/USDT   LONG   2025-10-26   $198.77    $202.75      3606.8489  $13610.98    take_profit
SOL/USDT   LONG   2025-10-27   $199.19    $203.17      3671.2286  $13883.20    take_profit
SOL/USDT   LONG   2025-10-28   $199.86    $203.86      3732.0998  $14160.86    take_profit
SOL/USDT   LONG   2025-10-28   $201.00    $198.99      3785.1513  $-8363.26    stop_loss
SOL/USDT   LONG   2025-10-28   $200.00    $198.00      3766.0363  $-8279.63    stop_loss
SOL/USDT   LONG   2025-10-28   $194.96    $193.01      3824.7598  $-8196.83    stop_loss
SOL/USDT   LONG   2025-10-28   $193.12    $191.19      3822.5892  $-8114.87    stop_loss
SOL/USDT   LONG   2025-10-28   $191.54    $195.37      3815.5803  $13874.93    take_profit
SOL/USDT   LONG   2025-10-29   $199.87    $197.87      3729.6891  $-8194.39    stop_loss
SOL/USDT   LONG   2025-10-29   $196.11    $194.15      3763.1862  $-8112.45    stop_loss
SOL/USDT   LONG   2025-10-29   $190.38    $194.19      3837.6849  $13870.79    take_profit
SOL/USDT   LONG   2025-10-29   $193.54    $191.60      3850.5261  $-8191.95    stop_loss
SOL/USDT   LONG   2025-10-29   $192.02    $195.86      3842.1962  $14006.73    take_profit
SOL/USDT   LONG   2025-10-29   $193.43    $197.30      3890.4724  $14286.86    take_profit
SOL/USDT   LONG   2025-10-30   $191.25    $195.08      4013.5151  $14572.60    take_profit
SOL/USDT   LONG   2025-10-30   $189.05    $187.16      4141.4253  $-8606.43    stop_loss
SOL/USDT   LONG   2025-10-30   $186.68    $184.81      4152.0629  $-8520.36    stop_loss
SOL/USDT   LONG   2025-10-30   $180.69    $184.30      4246.8096  $14568.25    take_profit

SOL/USDT   LONG   2025-10-31   $184.73    $188.42      4237.0116  $14859.62    take_profit
SOL/USDT   LONG   2025-11-03   $174.78    $173.03      4567.7836  $-8775.94    stop_loss
SOL/USDT   LONG   2025-11-03   $167.83    $166.15      4709.3704  $-8688.18    stop_loss
SOL/USDT   LONG   2025-11-03   $166.95    $170.29      4686.8518  $14855.19    take_profit
SOL/USDT   LONG   2025-11-03   $163.51    $166.78      4881.1651  $15152.29    take_profit
SOL/USDT   LONG   2025-11-04   $157.68    $160.83      5162.8722  $15455.34    take_profit
SOL/USDT   LONG   2025-11-04   $157.15    $160.29      5283.8900  $15764.45    take_profit
SOL/USDT   LONG   2025-11-04   $162.86    $161.23      5200.6053  $-9310.32    stop_loss
SOL/USDT   LONG   2025-11-04   $154.23    $157.31      5436.6912  $15918.94    take_profit
SOL/USDT   LONG   2025-11-04   $154.57    $153.02      5533.2270  $-9401.57    stop_loss
SOL/USDT   LONG   2025-11-04   $154.00    $157.08      5498.1701  $16074.94    take_profit
SOL/USDT   LONG   2025-11-04   $151.12    $154.14      5715.0116  $16396.44    take_profit
SOL/USDT   LONG   2025-11-04   $152.38    $150.86      5781.1104  $-9683.57    stop_loss
SOL/USDT   LONG   2025-11-04   $147.18    $150.12      5925.5085  $16557.13    take_profit
SOL/USDT   LONG   2025-11-04   $148.91    $151.89      5973.8008  $16888.27    take_profit
SOL/USDT   LONG   2025-11-04   $151.65    $154.68      5983.1840  $17226.04    take_profit
SOL/USDT   LONG   2025-11-04   $154.34    $152.80      5996.4808  $-10173.52   stop_loss
SOL/USDT   LONG   2025-11-05   $152.54    $151.01      6006.5680  $-10071.79   stop_loss
SOL/USDT   LONG   2025-11-05   $147.42    $150.37      6153.0285  $17220.90    take_profit
SOL/USDT   LONG   2025-11-05   $152.19    $155.23      6079.3813  $17565.32    take_profit

SOL/USDT   LONG   2025-11-05   $154.47    $157.56      6109.4417  $17916.63    take_profit
SOL/USDT   LONG   2025-11-05   $153.86    $156.94      6256.3368  $18274.96    take_profit
SOL/USDT   LONG   2025-11-05   $157.08    $160.22      6250.6492  $18640.46    take_profit
SOL/USDT   LONG   2025-11-06   $158.38    $156.80      6323.3301  $-11008.87   stop_loss
SOL/USDT   LONG   2025-11-06   $153.90    $156.98      6442.3270  $18823.14    take_profit
SOL/USDT   LONG   2025-11-07   $155.64    $154.08      6497.7101  $-11116.75   stop_loss
SOL/USDT   LONG   2025-11-07   $152.05    $150.53      6584.6141  $-11005.59   stop_loss
SOL/USDT   LONG   2025-11-07   $150.14    $153.14      6601.6962  $18817.53    take_profit
SOL/USDT   LONG   2025-11-07   $153.46    $156.53      6588.0506  $19193.88    take_profit
SOL/USDT   LONG   2025-11-07   $156.97    $160.11      6569.5501  $19577.76    take_profit
SOL/USDT   LONG   2025-11-07   $160.60    $163.81      6549.4815  $19969.31    take_profit
SOL/USDT   LONG   2025-11-08   $161.50    $164.73      6643.2425  $20368.70    take_profit
SOL/USDT   LONG   2025-11-09   $160.15    $163.35      6833.2272  $20776.07    take_profit
SOL/USDT   LONG   2025-11-10   $165.54    $168.85      6742.9513  $21191.59    take_profit
SOL/USDT   LONG   2025-11-11   $167.50    $170.85      6797.3297  $21615.42    take_profit
SOL/USDT   LONG   2025-11-11   $169.62    $167.92      6846.6206  $-12765.85   stop_loss
SOL/USDT   LONG   2025-11-12   $157.96    $156.38      7278.4917  $-12638.19   stop_loss
SOL/USDT   LONG   2025-11-12   $153.26    $151.73      7426.6830  $-12511.81   stop_loss
SOL/USDT   LONG   2025-11-13   $152.25    $155.30      7401.1908  $21392.89    take_profit
SOL/USDT   LONG   2025-11-13   $154.19    $152.65      7454.2313  $-12634.43   stop_loss

SOL/USDT   LONG   2025-11-13   $145.26    $143.81      7833.3626  $-12508.08   stop_loss
SOL/USDT   LONG   2025-11-13   $141.88    $144.72      7939.7766  $21386.52    take_profit
SOL/USDT   LONG   2025-11-13   $144.18    $142.74      7969.3815  $-12630.66   stop_loss
SOL/USDT   LONG   2025-11-14   $139.08    $141.86      8178.9989  $21596.11    take_profit
SOL/USDT   LONG   2025-11-14   $140.82    $143.64      8239.4963  $22028.03    take_profit
SOL/USDT   LONG   2025-11-14   $141.62    $144.45      8356.8111  $22468.59    take_profit
SOL/USDT   LONG   2025-11-14   $141.60    $140.18      8525.1513  $-13269.72   stop_loss
SOL/USDT   LONG   2025-11-14   $140.14    $138.74      8527.8279  $-13137.02   stop_loss
SOL/USDT   LONG   2025-11-14   $138.20    $136.82      8561.0630  $-13005.65   stop_loss
SOL/USDT   LONG   2025-11-14   $136.38    $139.11      8588.5578  $22237.27    take_profit
SOL/USDT   LONG   2025-11-14   $136.36    $139.09      8761.6139  $22682.02    take_profit
SOL/USDT   LONG   2025-11-14   $138.95    $137.56      8770.2651  $-13395.77   stop_loss
SOL/USDT   LONG   2025-11-14   $139.09    $141.87      8673.8231  $22904.30    take_profit
SOL/USDT   LONG   2025-11-14   $141.15    $143.97      8718.1785  $23362.39    take_profit
SOL/USDT   LONG   2025-11-14   $141.84    $140.42      8849.2831  $-13797.59   stop_loss
SOL/USDT   LONG   2025-11-14   $139.63    $138.23      8899.4521  $-13659.62   stop_loss
SOL/USDT   LONG   2025-11-14   $137.98    $140.74      8915.8152  $23355.43    take_profit
SOL/USDT   LONG   2025-11-15   $140.62    $143.43      8923.3983  $23822.54    take_profit
SOL/USDT   LONG   2025-11-16   $139.72    $138.32      9160.4955  $-14069.35   stop_loss
SOL/USDT   LONG   2025-11-16   $137.48    $136.11      9216.6525  $-13928.66   stop_loss

SOL/USDT   LONG   2025-11-16   $136.16    $134.80      9212.9431  $-13789.37   stop_loss
SOL/USDT   LONG   2025-11-16   $135.83    $138.55      9142.9728  $23577.28    take_profit
SOL/USDT   LONG   2025-11-17   $137.60    $140.35      9205.8706  $24048.83    take_profit
SOL/USDT   LONG   2025-11-17   $141.02    $139.61      9162.2632  $-14203.00   stop_loss
SOL/USDT   LONG   2025-11-17   $137.03    $135.66      9334.7568  $-14060.97   stop_loss
SOL/USDT   LONG   2025-11-17   $133.80    $132.46      9464.5016  $-13920.36   stop_loss
SOL/USDT   LONG   2025-11-17   $130.27    $128.97      9623.7569  $-13781.15   stop_loss
SOL/USDT   LONG   2025-11-18   $131.15    $133.77      9463.5908  $23563.23    take_profit
SOL/USDT   LONG   2025-11-18   $132.14    $134.78      9580.5429  $24034.50    take_profit
SOL/USDT   LONG   2025-11-18   $132.72    $135.37      9729.4484  $24515.19    take_profit
SOL/USDT   LONG   2025-11-18   $135.06    $137.76      9752.0972  $25005.49    take_profit
SOL/USDT   LONG   2025-11-18   $136.89    $139.63      9814.1618  $25505.60    take_profit
SOL/USDT   LONG   2025-11-18   $138.66    $141.43      9882.6613  $26015.71    take_profit
SOL/USDT   LONG   2025-11-18   $139.38    $142.17      10028.2423 $26536.03    take_profit
SOL/USDT   LONG   2025-11-19   $137.29    $140.04      10384.5229 $27066.75    take_profit
SOL/USDT   LONG   2025-11-19   $136.15    $138.87      10680.9032 $27608.08    take_profit
SOL/USDT   LONG   2025-11-19   $130.90    $133.52      11331.4673 $28160.24    take_profit
SOL/USDT   LONG   2025-11-19   $134.86    $137.56      11218.7072 $28723.45    take_profit
SOL/USDT   LONG   2025-11-20   $140.87    $143.69      10954.8800 $29297.92    take_profit
SOL/USDT   LONG   2025-11-20   $143.67    $142.23      10956.2068 $-17303.05   stop_loss

SOL/USDT   LONG   2025-11-20   $133.02    $131.69      11715.0612 $-17130.02   stop_loss
SOL/USDT   LONG   2025-11-20   $131.81    $134.45      11704.3780 $29289.19    take_profit
SOL/USDT   LONG   2025-11-20   $133.49    $132.16      11788.2175 $-17297.90   stop_loss
SOL/USDT   LONG   2025-11-20   $131.87    $134.51      11813.7033 $29576.22    take_profit
SOL/USDT   LONG   2025-11-20   $133.85    $132.51      11871.7260 $-17467.42   stop_loss
SOL/USDT   LONG   2025-11-21   $131.39    $130.08      11973.0589 $-17292.74   stop_loss
SOL/USDT   LONG   2025-11-21   $124.91    $127.41      12468.2476 $29567.41    take_profit
SOL/USDT   LONG   2025-11-21   $126.88    $129.42      12520.1528 $30158.75    take_profit
SOL/USDT   LONG   2025-11-21   $128.36    $127.08      12623.3104 $-17811.46   stop_loss
SOL/USDT   LONG   2025-11-21   $125.50    $124.25      12781.8713 $-17633.34   stop_loss
SOL/USDT   LONG   2025-11-21   $124.06    $122.82      12800.9318 $-17457.01   stop_loss
SOL/USDT   LONG   2025-11-21   $122.23    $124.67      12862.6586 $29848.27    take_profit
SOL/USDT   LONG   2025-11-21   $126.14    $128.66      12713.2299 $30445.23    take_profit
SOL/USDT   LONG   2025-11-21   $125.36    $124.11      13048.1793 $-17980.65   stop_loss
SOL/USDT   LONG   2025-11-21   $123.97    $126.45      13062.5357 $30743.60    take_profit
SOL/USDT   LONG   2025-11-21   $125.32    $127.83      13180.2570 $31358.47    take_profit
SOL/USDT   LONG   2025-11-21   $127.72    $130.27      13191.2371 $31985.64    take_profit
SOL/USDT   LONG   2025-11-21   $129.81    $128.51      13238.4292 $-18890.40   stop_loss
SOL/USDT   LONG   2025-11-21   $126.90    $129.44      13406.5855 $32299.10    take_profit
SOL/USDT   LONG   2025-11-21   $126.21    $128.73      13749.4779 $32945.08    take_profit

SOL/USDT   LONG   2025-11-21   $128.48    $127.20      13776.6815 $-19457.03   stop_loss
SOL/USDT   LONG   2025-11-21   $125.71    $128.22      13939.4460 $33267.94    take_profit
SOL/USDT   LONG   2025-11-21   $128.17    $126.89      13945.3407 $-19647.71   stop_loss
SOL/USDT   LONG   2025-11-22   $125.77    $128.29      14069.3375 $33593.97    take_profit
SOL/USDT   LONG   2025-11-23   $132.87    $131.54      13583.8834 $-19840.26   stop_loss
SOL/USDT   LONG   2025-11-24   $132.49    $131.17      13486.6154 $-19641.86   stop_loss
SOL/USDT   LONG   2025-11-24   $131.04    $133.66      13499.4907 $33583.96    take_profit
SOL/USDT   LONG   2025-11-24   $129.32    $131.91      13952.6193 $34255.64    take_profit
SOL/USDT   LONG   2025-11-24   $132.96    $135.62      13842.0561 $34940.75    take_profit
SOL/USDT   LONG   2025-11-25   $133.31    $135.98      14081.8286 $35639.56    take_profit
SOL/USDT   LONG   2025-11-25   $139.94    $138.54      13682.9609 $-21048.37   stop_loss
SOL/USDT   LONG   2025-11-26   $136.00    $138.72      13938.5707 $35988.83    take_profit
SOL/USDT   LONG   2025-11-26   $139.45    $142.24      13865.6043 $36708.61    take_profit
SOL/USDT   LONG   2025-11-26   $143.86    $142.42      13709.3681 $-21679.73   stop_loss
SOL/USDT   LONG   2025-11-28   $138.79    $137.40      14068.0697 $-21462.94   stop_loss
SOL/USDT   LONG   2025-11-28   $137.22    $135.85      14086.7390 $-21248.31   stop_loss
SOL/USDT   LONG   2025-11-30   $133.48    $132.15      14336.6235 $-21035.83   stop_loss
SOL/USDT   LONG   2025-12-01   $131.49    $130.18      14408.0613 $-20825.47   stop_loss
SOL/USDT   LONG   2025-12-01   $129.42    $128.13      14492.1250 $-20617.21   stop_loss
SOL/USDT   LONG   2025-12-01   $127.83    $126.55      14525.6599 $-20411.04   stop_loss

SOL/USDT   LONG   2025-12-01   $123.31    $125.78      14907.5254 $34899.12    take_profit
SOL/USDT   LONG   2025-12-05   $131.72    $130.40      14234.8307 $-20611.07   stop_loss
SOL/USDT   LONG   2025-12-07   $129.18    $127.89      14369.5756 $-20404.96   stop_loss
SOL/USDT   LONG   2025-12-07   $128.16    $130.72      14339.1008 $34888.72    take_profit
SOL/USDT   LONG   2025-12-07   $131.04    $133.66      14304.4349 $35586.49    take_profit
SOL/USDT   LONG   2025-12-07   $133.03    $131.70      14372.2634 $-21017.02   stop_loss
SOL/USDT   LONG   2025-12-07   $130.83    $133.45      14467.8039 $35935.24    take_profit
SOL/USDT   LONG   2025-12-09   $142.67    $141.24      13532.4822 $-21222.99   stop_loss
